ID,number_of_messages,mean_time
004,33,316.121
005,3,1427.67
007,1,9035
008,34,304.529
025,42,247.476
046,4,2557.75
108,1,4575
109,4,2371.5
128,4,2237.25
181,29,339.862
182,30,350.967
201,33,317.091
202,33,317.303
204,4,2552.75
207,7,1377.14
224,33,317.758
227,7,1375.14
247,1,9003
305,7,1380.57
307,1,9043
308,4,2240.75
30A,1,2437
325,7,1382.86
328,4,2265.75
32A,1,2404
345,3,2973.33
348,1,4529
368,4,2289.5
388,4,2296.25
3A8,4,2307.25
3C8,1,4435
430,2,3795.5
441,1,9086
461,1,4480
