ID,number_of_messages,mean_time
004,26,413.615
007,1,5541
008,29,368.448
025,33,323
046,3,3097.67
109,4,2654.25
128,4,2504
181,31,338.968
182,30,350.433
201,25,421.36
202,27,397
204,3,3084.67
207,7,1405.29
224,26,407.423
227,7,1403.43
247,1,5496
305,7,1412.14
307,1,5577
308,4,2510.5
325,7,1413.57
328,4,2516.5
345,4,2503
368,4,2585
388,4,2586.5
3A8,4,2592.25
430,2,4193.5
441,1,5631
