ID,number_of_messages,mean_time
004,3,952.667
008,6,528
025,6,529.833
181,2,1629.5
182,2,1614.5
201,3,961.667
202,3,963
207,1,2781
224,3,972.333
227,1,2746
305,1,2802
325,1,2823
430,1,2528
