ID,number_of_messages,mean_time
004,33,321.061
005,3,1393.67
007,1,9184
008,34,310.118
025,42,251.167
046,4,2602.5
108,1,4431
109,4,2426.75
128,4,2263.75
181,29,345.172
182,30,356.667
201,33,322.212
202,33,322.576
204,4,2594.5
207,7,1401.14
224,33,323.03
227,7,1398
247,1,9142
305,7,1403.14
307,1,9229
308,4,2276
30A,1,2403
325,7,1404
328,4,2318.5
32A,1,2382
345,3,3017.33
348,1,4409
368,4,2346.25
388,4,2354.5
3A8,4,2355.25
3C8,1,4313
430,2,3817
441,1,9282
461,1,4363
