ID,number_of_messages,mean_time
004,26,400.577
007,1,5273
008,29,357.483
025,33,313
046,3,2999.33
109,4,2576.25
128,4,2416.75
181,31,326.452
182,30,338.4
201,25,408.8
202,27,385.296
204,3,2987
207,7,1348
224,26,394.5
227,7,1341.71
247,1,5270
305,7,1352.57
307,1,5298
308,4,2420.75
325,7,1358.29
328,4,2431.5
345,4,2409.5
368,4,2498.25
388,4,2500.75
3A8,4,2505.75
430,2,4080
441,1,5353
