ID,number_of_messages,mean_time
004,10,475
008,8,585.75
025,10,498.8
046,1,4461
109,1,3360
128,1,2889
181,9,579.778
182,8,622.625
201,10,478.4
202,10,482.9
204,1,4434
207,3,1673
224,10,483.6
227,3,1666.67
305,3,1683
308,1,2925
30A,1,4539
325,3,1695.67
328,1,2931
32A,1,4510
345,1,2843
368,2,2566
388,2,2584.5
3A8,1,3182
