ID,number_of_messages,mean_time
004,33,314.455
005,3,1387.67
007,1,8791
008,34,303.382
025,42,246.357
046,4,2548
108,1,4393
109,4,2342
128,4,2175.5
181,29,335.655
182,30,351.367
201,33,315.515
202,33,316.818
204,4,2539.25
207,7,1365.71
224,33,317.939
227,7,1359
247,1,8757
305,7,1368.57
307,1,8814
308,4,2177.75
30A,1,2253
325,7,1370
328,4,2208.75
32A,1,2208
345,3,2895.67
348,1,4389
368,4,2233
388,4,2245
3A8,4,2252.75
3C8,1,4282
430,2,3716.5
441,1,8855
461,1,4291
