ID,number_of_messages,mean_time
004,3,980.333
008,6,549.5
025,6,550
181,2,1669.5
182,2,1668
201,3,987.667
202,3,998.667
207,1,2871
224,3,1001.67
227,1,2852
305,1,2885
325,1,2921
430,1,2648
