ID,number_of_messages,mean_time
004,3,152
008,6,105
025,6,98.5
181,2,117.5
182,2,97.5
201,3,155.667
202,3,152.333
207,1,0
224,3,154
227,1,0
305,1,0
325,1,0
430,1,0
