ID,number_of_messages,mean_time
004,26,405.346
007,1,5303
008,29,362.414
025,33,318.03
046,3,3035.33
109,4,2612.25
128,4,2433.75
181,31,331.387
182,30,343.333
201,25,414.36
202,27,389.704
204,3,3033.67
207,7,1365.14
224,26,401.346
227,7,1363.29
247,1,5301
305,7,1368.71
307,1,5342
308,4,2445.25
325,7,1375.71
328,4,2454.5
345,4,2429.5
368,4,2519.75
388,4,2530.75
3A8,4,2539.25
430,2,4196.5
441,1,5392
