ID,number_of_messages,mean_time
004,5,551.6
008,5,576.6
025,5,563.4
109,1,2354
128,1,1397
181,5,586.4
182,5,592.4
201,5,556.2
202,5,557.8
207,1,2833
224,5,559
227,1,2827
305,1,2851
308,1,1451
30A,1,2729
325,1,2859
328,1,1486
32A,1,2709
368,1,1633
388,1,1658
3A8,1,1695
430,1,2579
